1.632898813184807062e+09,2.041160844643920280e-01,2.019998471200404877e-01,1.746579321315899214e-01,8.801171463024924646e-02
1.632898813185099125e+09,1.260882496079598902e-01,6.899982164004724028e-02,8.295325792398880460e-02,-5.448645495877430661e-02
1.632898813185495615e+09,-1.392063889039094338e-01,7.615194495434977374e-03,-2.709235112513253690e-02,-9.367345159575578284e-02
1.632898813185763597e+09,-1.236008219326230201e-01,-1.284634788610244591e-02,9.589518557907910842e-03,-1.886191256151841661e-02
1.632898813186085939e+09,-4.557298707619086148e-02,5.876905044927853428e-02,-8.751416283612312164e-03,1.022615315891516052e-01
1.632898813186433315e+09,-1.860230898177687442e-01,-6.400020383994600714e-02,-7.294468822893310223e-02,5.238717223299336340e-02
1.632898813186730385e+09,-2.640509246742008820e-01,-1.253848309845582709e-01,-1.004560904912134289e-01,6.663698919189571523e-02
1.632898813187016964e+09,-1.860230898177687442e-01,-1.560771445568644167e-01,-2.105016995403347635e-01,1.320017559601188543e-02
1.632898813187265396e+09,-1.548119558751958891e-01,-1.458463733660956829e-01,-1.829902972780544368e-01,-5.092400071904871345e-02
1.632898813187572241e+09,-7.678412101876372353e-02,-1.560771445568644167e-01,-1.738198298572943279e-01,-7.586118039712783090e-02
1.632898813187825441e+09,-7.678412101876372353e-02,-9.469251741225213903e-02,-7.294468822893310223e-02,3.813735527409100462e-02
1.632898813188108683e+09,2.197216514356784556e-01,1.508459911661969299e-01,1.288055950277893769e-01,1.984477960617425096e-01
1.632898813188404322e+09,3.913828881198291865e-01,3.247691014092650152e-01,1.563169972900697036e-01,-8.174549842341649261e-03
1.632898813188765526e+09,4.694107229762613520e-01,3.145383302184963092e-01,2.663626063391910659e-01,-4.023663799987194784e-02
1.632898813189135790e+09,3.601717541772563314e-01,3.145383302184963092e-01,2.663626063391910659e-01,1.663857079042121989e-01
1.632898813189431667e+09,2.821439193208241658e-01,1.713075335477343697e-01,1.746579321315899214e-01,-8.298608887657901723e-02
1.632898813189600468e+09,9.487711566538702124e-02,2.807673687697239892e-02,4.190511371477990683e-04,-6.873627191767665845e-02
1.632898813189658642e+09,-4.557298707619086148e-02,-3.330789026763986832e-02,-8.751416283612312164e-03,2.388753831518865278e-02
1.632898813189712524e+09,-9.238968799005015109e-02,-8.446174622148343303e-02,6.461232308246858680e-02,-3.667418376014636161e-02
1.632898813189762831e+09,-1.548119558751958891e-01,-1.151540597937895649e-01,-2.709235112513253690e-02,-7.229872615740225161e-02
1.632898813189816236e+09,-2.328397907316280269e-01,-2.583848564645515045e-01,-1.829902972780544368e-01,-1.791723533491699216e-01
