1.617637899686853886e+09,2.322853748724207357e-01,1.787069521013814055e-01,-8.738834883173411672e-02,4.077286000182694416e-03
1.617637899687155485e+09,1.363210467314733276e-01,-1.238746971244254341e-01,1.784278170036918826e-02,2.183897687596370596e-01
1.617637899687305689e+09,8.833888266099962361e-02,1.787069521013814055e-01,-1.224653923424352114e-01,-1.850219634934535118e-01
1.617637899687533140e+09,-5.560760955042149539e-02,4.902910243317847722e-02,5.291982521107028992e-02,3.066360851900006290e-01
1.617637899687726498e+09,-1.995541017618426005e-01,5.803152543777497646e-03,-1.723426181033191340e-02,-9.677564706308994236e-02
1.617637899687880516e+09,-7.625445479947791372e-03,-2.103265969032273863e-01,8.799686872177138464e-02,1.301434523292734902e-01
1.617637899688048124e+09,-1.515719376913688965e-01,4.902910243317847722e-02,-2.276965228745385095e-01,4.077286000182694416e-03
1.617637899688239813e+09,4.035671859052591265e-02,-3.742279734562348192e-02,-1.926194793638374148e-01,1.049302190634553295e-01
1.617637899688389063e+09,4.035671859052591265e-02,2.651588518801833438e-01,-2.627735663852396319e-01,5.450375253181901497e-02
1.617637899688555717e+09,-1.035897736208952064e-01,1.354810022119804225e-01,1.784278170036918826e-02,-2.228418133921807320e-01
1.617637899688707590e+09,8.833888266099962361e-02,4.902910243317847722e-02,2.283050427645757774e-01,1.301434523292734902e-01
1.617637899688860416e+09,1.843032108019470316e-01,3.083848017695843269e-01,1.932279992538746827e-01,3.570625517216369227e-01
1.617637899689027309e+09,2.802675389428944119e-01,5.803152543777497646e-03,-2.276965228745385095e-01,9.232360243054625604e-02
1.617637899689197302e+09,1.363210467314733276e-01,-2.967784966820293246e-01,1.581509557431735880e-01,-3.374256389854454752e-02
1.617637899689343214e+09,-1.515719376913688965e-01,-1.671006470138264033e-01,-2.276965228745385095e-01,-2.354484300250898332e-01
1.617637899689541340e+09,-1.995541017618426005e-01,5.803152543777497646e-03,1.784278170036918826e-02,-1.976285801263625852e-01
1.617637899689696789e+09,-1.035897736208952064e-01,1.354810022119804225e-01,-1.723426181033191340e-02,1.175368356963644167e-01
1.617637899689849854e+09,-5.560760955042149539e-02,9.225505232257945332e-02,5.291982521107028992e-02,2.562096186583642798e-01
1.617637899690010548e+09,2.322853748724207357e-01,1.787069521013814055e-01,1.784278170036918826e-02,4.077286000182694416e-03
1.617637899690212011e+09,1.363210467314733276e-01,-8.064874723502446496e-02,-1.723426181033191340e-02,-1.345954969618171904e-01
1.617637899690360785e+09,2.322853748724207357e-01,9.225505232257945332e-02,3.335361732966791171e-01,4.077286000182694416e-03
1.617637899690540791e+09,1.363210467314733276e-01,2.219329019907823886e-01,1.784278170036918826e-02,4.077286000182694416e-03
1.617637899690683126e+09,8.833888266099962361e-02,-1.671006470138264033e-01,8.799686872177138464e-02,-1.598087302276353372e-01
1.617637899690825462e+09,-1.035897736208952064e-01,-3.742279734562348192e-02,-1.575424358531363200e-01,-8.416903043018086894e-02
1.617637899690970898e+09,-7.625445479947791372e-03,-2.967784966820293246e-01,1.230739122324724932e-01,-1.724153468605444106e-01
1.617637899691128254e+09,-1.035897736208952064e-01,-3.400044465714303077e-01,5.291982521107028992e-02,-1.598087302276353372e-01
1.617637899691221952e+09,-1.035897736208952064e-01,-1.671006470138264033e-01,1.230739122324724932e-01,1.805699188609098116e-01
1.617637899691252232e+09,-3.914827580437374444e-01,4.902910243317847722e-02,-1.224653923424352114e-01,5.450375253181901497e-02
1.617637899691282749e+09,1.363210467314733276e-01,-8.064874723502446496e-02,5.291982521107028992e-02,1.301434523292734902e-01
1.617637899691312790e+09,1.843032108019470316e-01,1.787069521013814055e-01,1.581509557431735880e-01,-1.345954969618171904e-01
1.617637899691380739e+09,3.282497030133681437e-01,1.354810022119804225e-01,5.291982521107028992e-02,4.077286000182694416e-03
1.617637899691411018e+09,3.282497030133681437e-01,2.651588518801833438e-01,2.283050427645757774e-01,7.971698579763716874e-02
1.617637899691441059e+09,-7.625445479947791372e-03,2.651588518801833438e-01,-1.224653923424352114e-01,4.077286000182694416e-03
1.617637899691471338e+09,3.762318670838418200e-01,1.787069521013814055e-01,4.036902603180813065e-01,1.301434523292734902e-01
1.617637899691501617e+09,2.322853748724207357e-01,-2.103265969032273863e-01,-1.575424358531363200e-01,-2.102351967592716586e-01
1.617637899691540718e+09,3.282497030133681437e-01,-3.742279734562348192e-02,1.230739122324724932e-01,-2.480550466579989066e-01
1.617637899691571236e+09,3.282497030133681437e-01,9.225505232257945332e-02,-5.231130532103301506e-02,7.971698579763716874e-02
1.617637899691601753e+09,-7.625445479947791372e-03,4.902910243317847722e-02,-1.224653923424352114e-01,1.175368356963644167e-01
1.617637899691631794e+09,-1.035897736208952064e-01,-8.064874723502446496e-02,-8.738834883173411672e-02,5.450375253181901497e-02
1.617637899691662073e+09,4.035671859052591265e-02,1.354810022119804225e-01,2.283050427645757774e-01,-9.677564706308994236e-02
1.617637899691699266e+09,-7.625445479947791372e-03,9.225505232257945332e-02,-1.224653923424352114e-01,-2.102351967592716586e-01
1.617637899691729307e+09,1.363210467314733276e-01,9.225505232257945332e-02,2.283050427645757774e-01,2.929051926600085426e-02
1.617637899691759825e+09,-5.560760955042149539e-02,4.902910243317847722e-02,5.291982521107028992e-02,-1.598087302276353372e-01
1.617637899691790104e+09,-1.035897736208952064e-01,9.225505232257945332e-02,1.581509557431735880e-01,-1.093822636959990297e-01
1.617637899691820383e+09,-1.515719376913688965e-01,-3.742279734562348192e-02,5.291982521107028992e-02,-1.093822636959990297e-01
1.617637899691850901e+09,-1.035897736208952064e-01,2.219329019907823886e-01,-4.030817404280440108e-01,-8.416903043018086894e-02
1.617637899691881418e+09,8.833888266099962361e-02,1.787069521013814055e-01,-3.329276534066418214e-01,2.183897687596370596e-01
1.617637899691913843e+09,2.322853748724207357e-01,-3.742279734562348192e-02,1.581509557431735880e-01,-7.156241379727178165e-02
1.617637899691943884e+09,2.322853748724207357e-01,3.083848017695843269e-01,2.633820862752768721e-01,3.444559350887278493e-01
1.617637899691974401e+09,1.843032108019470316e-01,-8.064874723502446496e-02,-1.723426181033191340e-02,-2.354484300250898332e-01
1.617637899692007542e+09,-1.035897736208952064e-01,-8.064874723502446496e-02,-3.329276534066418214e-01,-4.634918053145362787e-02
1.617637899692078590e+09,-5.560760955042149539e-02,-3.742279734562348192e-02,-8.738834883173411672e-02,1.427500689621825636e-01
1.617637899692125797e+09,3.282497030133681437e-01,1.354810022119804225e-01,8.799686872177138464e-02,3.066360851900006290e-01
1.617637899692158699e+09,1.363210467314733276e-01,4.902910243317847722e-02,1.230739122324724932e-01,-1.219888803289081031e-01
1.617637899692189455e+09,2.802675389428944119e-01,9.225505232257945332e-02,1.581509557431735880e-01,1.427500689621825636e-01
1.617637899692219973e+09,1.843032108019470316e-01,-8.064874723502446496e-02,8.799686872177138464e-02,1.931765354938188850e-01
1.617637899692283154e+09,1.363210467314733276e-01,2.651588518801833438e-01,-5.231130532103301506e-02,-7.156241379727178165e-02
1.617637899692316055e+09,3.762318670838418200e-01,3.948367015483862930e-01,2.283050427645757774e-01,9.232360243054625604e-02
1.617637899692349434e+09,2.322853748724207357e-01,4.902910243317847722e-02,1.932279992538746827e-01,-9.677564706308994236e-02
1.617637899692380905e+09,8.833888266099962361e-02,-1.238746971244254341e-01,5.291982521107028992e-02,1.931765354938188850e-01
1.617637899692411184e+09,8.833888266099962361e-02,1.354810022119804225e-01,1.932279992538746827e-01,3.066360851900006290e-01
1.617637899692441940e+09,2.322853748724207357e-01,2.651588518801833438e-01,2.633820862752768721e-01,-5.895579716436270129e-02
1.617637899692474127e+09,1.843032108019470316e-01,1.354810022119804225e-01,-1.926194793638374148e-01,-1.345954969618171904e-01
1.617637899692504883e+09,1.843032108019470316e-01,-3.742279734562348192e-02,2.984591297859779946e-01,1.175368356963644167e-01
